QUEST_20150317_000001	$Por favor, selecione o usuário que precisa de uma atualização de quest.
QUEST_20150317_001124	{memo X}Ignorando a quantia que Aiste mostrou a ele, o dono do pomar disse, {nl}'Bem, mesmo assim, ficaria envergonhado em não dar a minha parte, então, por favor, leve isso.' {nl}Depois de dizer isso, o dono do pomar encheu a sacola de Aiste com suas moedas e partiu. {nl}Quando Aiste conseguiu energia suficiente para chamar o dono do pomar, ele já estava longe demais.
QUEST_20150317_001125	{memo X}Ela hesitou por um instante, mas então sua mente voltou a pensar no mendigo. {nl}Depois de andar um pouco, Aiste chegou ao lugar onde se encontraram. O velho mendigo a avistou e correu até ela. {nl}Ele mostrou as moedas de prata que tinha em suas mãos e disse, 'Olhe! Encontrei sua prata perdida.' {nl}Aiste recebeu a prata do mendigo, e então mostrou ao mendigo sua sacola e disse, {nl}'Veja, também encontrei suas moedas de prata.'
QUEST_20150317_001126	Apesar de exausto, o mendigo juntou as mãos para pegar suas moedas de volta. {nl}Ao ver isso, Aiste ficou com lágrimas nos olhos. {nl}Ela se perguntou o quanto o mendigo teve de pedir para recuperar as moedas dela. {nl}Com o coração pesado, Aiste deu as moedas para o velho mendigo.
QUEST_20150317_001127	{memo X}Depois disso, Aiste também ofereceu sua sacola e disse, {nl}'Esse é um presente de agradecimento por procurar pela minha prata. Recebi isso através da Graça de Zemyna.' {nl}Aiste então partiu antes que o Velho Mendigo conseguisse descobrir como responder.
QUEST_20150317_001128	O mendigo olhou em direção à sombra distante de Aiste e abriu o presente que recebera dela, {nl}curioso para ver o que havia dentro. Ele ficou surpreso ao encontrar dúzias de moedas de prata. {nl}Agora ele entendera por que Aiste foi capaz de partir com rapidez muito maior do que quando chegou - ela havia se livrado da carga dando o excesso para ele.
QUEST_20150317_001129	Para um mendigo que fora mesquinho com uma única moeda de prata, o fato de Aiste simplesmente lhe dar dezenas de vezes essa mesma quantia o emocionou. {nl}O fato de Aiste, que partiu e resolveu o mistério de Fedimian, voltar e lhe dar algo que não devia a ele, fez dele um mendigo agradecido.
QUEST_20150317_001130	Quanto mais pensava, menos o mendigo era capaz de controlar suas lágrimas. {nl}Enquanto ele chorava, notou algo estranho - cada lágrima brilhante que tocava o chão virava uma moeda de prata.
QUEST_20150317_001131	O mendigo não pode acreditar no que via, mas rapidamente se lembrou das palavras de Aiste sobre a bênção da deusa. {nl}Depois de um tempo, o mendigo parou de chorar, recolheu as moedas e as colocou na sacola que Aiste lhe dera.
QUEST_20150317_001132	Alguns dias depois, o mendigo foi até a estátua onde Aiste rezara. Lá, ele tirou uma moeda da sacola para si, e ofereceu o resto à Estátua da Deusa. {nl}Ele então rezou à deusa, de todo coração, e partiu. À medida que o dinheiro que ele oferecia desaparecia, o mendigo novamente deixava lágrimas rolarem, mas isso é outra história.
QUEST_20150317_001133	Alguns dias depois, um estranho rumor se espalhou por Fedimian. {nl}O rumor afirmava que a prata não desaparecia mais no chão de Fedimian. {nl}Os rumores não convenceram no começo as pessoas mais velhas e experientes, mas alguns testaram com pequenas quantidades de prata, {nl}e descobriram que era verdade. Todos concordaram, finalmente, que o misterioso fenômeno de Fedimian chegara ao fim.
QUEST_20150317_001134	Depois de algum tempo, o rei ficou sabendo disso. Curioso, o rei ordenou uma investigação. {nl}A verdade oculta veio à tona, e a história de Aiste passou a ser conhecida.
QUEST_20150317_001135	O rei elogiou as pessoas que causaram o milagre com seus corações caridosos. {nl}E para honrar a graça da deusa, ele decidiu gastar o tesouro nacional para construir uma enorme estátua dedicada a ela.
QUEST_20150317_001136	No dia que a estátua finalmente ficou pronta, {nl}um milagre aconteceu quando o Rei e Aiste foram juntos fazer a primeira oferenda. {nl}Ao redor da estátua brotaram moedas - todas as moedas de pratas que haviam sido perdidas pelos Fedimianos até aquele momento.
QUEST_20150317_001137	Depois de um acalorado debate, o povo de Fedimian decidiu não acumular suas moedas de prata perdidas. {nl}Em vez disso, pediram ao rei para coletar todas as moedas e distribuí-las entre os mais necessitados do reino. {nl}O rei concordou imediatamente, e ordenou que esse belo evento fosse registrado na história do reino.
QUEST_20150317_001138	Mesmo agora, ninguém sabe quando e como o misterioso fenômeno de Fedimian começou, {nl}mas todos sabem quando, como e quem ajudou a resolver o mistério. {nl}Foi pela bondade de Aiste e das pessoas que a ajudaram, assim como pela graça da deusa, que o mistério chegou ao fim.
QUEST_20150317_001139	O Apostador de Klaipeda
QUEST_20150317_001140	{memo X}O Apostador de Klaipeda {nl}~Um Conto~
QUEST_20150317_001141	Na cidade de Klaipeda, havia um homem chamado Modestas. {nl}Ele era um homem bom e honesto - mas tinha um sério defeito que preocupava a todos os seus amigos e família, especialmente sua esposa. {nl}Modestas não era preguiçoso, nem muito esperto ou tolo demais. {nl}Ele não bebia, nem se metia em brigas com frequência. {nl}O homem tinha um defeito, e era seu amor pelos jogos de azar.
QUEST_20150317_001142	Durante o dia, Modestas trabalhava duro e nunca passava fome - {nl}mas sempre que ganhava mais do que precisava, ele apostava. {nl}A esposa sempre tentava fazê-lo economizar esse dinheiro, mas nunca uma moeda extra ia para casa.
QUEST_20150317_001143	Quando conseguia, a esposa de Modestas ia ao templo e rezava para a estátua da Deusa. {nl}Mas Modestas continuava com seus hábitos estranhos, e as pessoas ao seu redor ficavam cada vez mais preocupadas. {nl}Afinal, a mente de um apostador pensava, 'Hoje pode ser pouco, mas amanhã pode ser muito!' {nl}E assim passavam os dias, como sempre, até certo dia peculiar.
QUEST_20150317_001144	Como na maioria dos seus dias, Modestas estava voltando para a casa depois de apostar suas moedas extras. {nl}Ele passava pela Floresta Siauliai no caminho para Klaipeda quando viu uma estranha mulher idosa na estrada.
QUEST_20150317_001145	Essa senhora idosa não apenas era velha e frágil, mas tinha uma aura perturbadora ao seu redor. {nl}Ela estava agindo de forma estranha, como se estivesse perdida em seus pensamentos ou obcecada pelo que estava fazendo. {nl}Modestas pensou em simplesmente ignorar a mulher e passar direto. Nada teria acontecido se ele tivesse feito isso, {nl}mas a curiosidade foi mais forte.
QUEST_20150317_001146	Especificamente, o que fez ele virar sua cabeça em direção à senhora idosa, era o que ela tinha em suas mãos. {n]}Ouro. A mulher parecia estar encantada com dois pedaços de ouro, fazendo alguma coisa com eles. {nl}Incapaz de ouvir seus resmungos, Modestas se aproximou da estranha senhora.
QUEST_20150317_001147	{memo X}Ela resmungava mais alto que o tinir do ouro. {nl}'Se esses dois pedaços de ouro pudessem se casar, o bebê ouro me deixaria rica... mas não há vida nessas coisas...' {nl}Modestas ouviu essas palavras, e decidiu comentar. {nl}'Esse ouro por si só não deixará você rica, então coloque-o em uso de uma forma que valha a pena. {nl}Você acha que ficar resmungando para o ouro vai resultar em algo?'
QUEST_20150317_001148	{memo X}A senhora respondeu diretamente, 'Por que não? Se esse método funcionar, será seguro e sem risco.' {nl}'Isso é ridículo. Você deveria fazer como eu e apostar.' {nl}A mulher ficou possessa.
QUEST_20150317_001149	{memo X}'Então você acha que seu método de apostar é melhor?' {nl}'Por que não ficaria? Há momentos em que posso ganhar ou perder, mas o seu jeito não fará nenhum ouro.' {nl}Com as palavras de Modestas, a mulher parou e pensou. Finalmente, ela disse, {nl}Vamos fazer uma aposta.'
QUEST_20150317_001150	{memo X}A aura perturbadora ao seu redor cresceu assim que a oferta dela atingiu os ouvidos de Modestas. Ele não podia se recusar de imediato. {nl}'Que tipo de aposta?' {nl}'Vejamos se o seu método ou o meu nos deixará mais ricos.' {nl}'E se eu perder?'
QUEST_20150317_001151	{memo X}'Não se preocupe com isso. Você vai ganhar, e você vai perder - isso não mudará. As regras são definidas.' {nl}'O que você quer dizer com isso?' {nl}'Ao aceitar minha oferta, você falhará uma vez, e vencerá uma vez. Não importa o que aconteça.' {nl}'Bom, claro. Ganhar e perder é como funciona o jogo de azar.'
QUEST_20150317_001152	{memo X}'Não. Não importa quanto azar possa parecer, você sempre vencerá sua primeira aposta. {nl}E então, não importa quão favorável a vida possa parecer, você falhará na próxima.'
QUEST_20150317_001153	{memo X}Modestas ainda estava confuso com essas estranhas palavras. {nl}'Então você está dizendo que eu vencerei toda aposta ímpar, e perderei toda aposta par?' {nl}'Sim. Será exatamente isso. Você vai ganhar moeda, e depois, não. Não é justo? {nl}Uma moeda será suficiente para ter sucesso, não importa quantas apostas você faça. Essa é minha oferta.' {nl}'Você acha que eu vou alternar entre ganhar e perder, hein?'
QUEST_20150317_001154	{memo X}Com a mão no queixo, a senhora deu uma resposta estranha. {nl}'Três vezes cada, deve ser suficiente. Volte a falar comigo depois de fazer seis apostas. {nl}Naturalmente, se você não tiver mais moedas depois da sua sexta aposta, eu vencerei.'
QUEST_20150317_001155	{memo X}Modestas pareceu hesitar. 'Quanto devo ganhar, então?' {nl}'Você começa com um pedaço de ouro,' ela respondeu, 'e quando voltar, me mostre todo o seu ouro, exceto esse inicial. {nl}Se conseguir ganhar qualquer coisa a mais que esse pedaço, você terá ganho. Quanto ao prazo... você terá uma semana.' {nl}'Então, o que você ganha quando eu perder?' Modestas lembrou ela.
QUEST_20150317_001156	{memo X}'Bem...' a senhora idosa enrolou, 'Se você vencer, todos saberão do meu ouro - {nl}e você terá o poder de vencer e perder. Por outro lado...' {nl}''Por outro lado...'?' Modestas disse, nervoso.
QUEST_20150317_001157	{memo X}'Quando eu vencer, depois disso, os amigos que você tem vão desaparecer cada vez que você perder uma aposta.' {nl}Modestas estava assustado com as condições impostas. Ele não objetou de imediato, mas pensou na vitória, {nl}e logo aceitou. Modestas era, acima de tudo, o tipo de pessoa que nunca desistia.
QUEST_20150317_001158	De qualquer forma, enquanto Modestas e a senhora iam cada um para um lado, ele sabia que tinha um poder perigoso garantindo sua vitória a qualquer momento no futuro próximo. {nl} Ele andava, procurando pela próxima pessoa para fazer uma grande aposta. Enquanto ele se perguntava quanto apostar na sua próxima jogada, ele ouviu um som de galope atrás dele.
QUEST_20150317_001159	Modestas se virou. Era seu bom e velho amigo, Sigfried, se aproximando dele à cavalo. {nl} Eles se conheciam, já que os dois compartilharam os altos e baixos dos jogos de azar. Eles trocaram saudações e falaram sobre onde estavam indo. Sigfried desmontou do cavalo para andar mais calmamente com seu amigo, conversando. {nl}
QUEST_20150317_001160	Entretanto, em pouco tempo, Modestas não podia mais acompanhar Sigfried. {nl}Ciente do seu cronograma, ele não tinha tempo para tais atividades triviais. {nl}
QUEST_20150317_001161	Mesmo durante conversas cotidianas normais, Modestas e Sigfried inconscientemente faziam apostas pequenas e grandes. Eventualmente, um deles soltaria a palavra, 'Aposta?' sem pensar. {nl} Nenhum deles era rico, então essas apostas nunca eram grandes. Sabendo que isso ativaria a maldição, Modestas queria muito pedir para Sigfried ir embora. {nl} No final, Modestas disse as seguintes palavras: {nl}
QUEST_20150317_001162	{memo X}'Você não está ocupado? Você parecia estar com pressa, montado em seu cavalo antes de me encontrar. Você deveria parar de se preocupar comigo e partir.' {nl} Sigfried, ouvindo as palavras de Modestas, respondeu, {nl} 'Eu estava ocupado, mas ainda tenho tempo para falar com você por mais uns dez minutos. Aquele cavalo pode não parecer muito capaz, mas quando necessário, ele pode correr bem rápido.' {nl}
QUEST_20150317_001163	{memo X}Vendo que Sigfried não desistia, Modestas tentou persuadi-lo novamente, {nl} 'Não seria melhor chegar cedo, em vez de chegar na hora?' {nl} {nl} Ouvindo isso, Sigfried ficou sério, {nl} 'Você não acredita no que eu disse, ou está só ignorando tudo?' {nl} Modestas, desconcertado, respondeu, {nl} 'Não, não foi o que eu quis dizer...' {nl}
QUEST_20150317_001164	{memo X}Entretanto, antes que Modestas pudesse dizer mais, Sigfried falou, 'Se não acredita em mim, que tal uma aposta?' {nl} {nl} Naturalmente, as palavras, 'Claro. O que você quer apostar?' saltariam da garganta de Modestas.
QUEST_20150317_001165	{memo X}Tendo em vista os hábitos de Modestas, não aceitar uma aposta imediatamente exigia vontade sobre-humana dele. {nl} 'Que... Que tipo de aposta?' {nl} 'Vamos apostar se meu cavalo é rápido ou não.' {nl} Modestas lutou desesperadamente contra seu apostador interno.
QUEST_20150317_001166	Por outro lado, Sigfried estava compreensivelmente confiante, sabendo que certamente ele venceria a aposta, então ele estava sossegado em apostar seu cavalo. {nl}Com apenas pouco dinheiro em mãos, a aposta ficou boa demais para recusar, e Modestas finalmente aceitou. {nl} E, como esperado, Modestas venceu. {nl}
QUEST_20150317_001167	{memo X}Assim que a aposta começou, Sigfried tentou de toda forma possível comandar seu cavalo a se mover. Apesar de seus esforços, ele não moveu uma única pata.{nl}No fim, Sigfried começou a amaldiçoar o estranho comportamento. Percebendo que chegaria atrasado para a ocasião sem um cavalo, ele entregou as rédeas para Modestas e saiu correndo.{nl} Enquanto Sigfried desaparecia, Modestas se sentiu desconfortável.
QUEST_20150317_001168	Para Modestas, que sempre ficava extasiado ao vencer apostas e deprimido depois de perdê-las, era a primeira vez que ele ficava triste depois de uma vitória. {nl}
QUEST_20150317_001169	Sabendo que acabara de decepcionar seu colega de apostas de longa data, Sigfried, e também desperdiçado uma oportunidade de ganhar muito dinheiro, Modestas se sentiu dividido, e andou lentamente ao lado do cavalo que acabara de ganhar. {nl} Enquanto andava, Modestas se lembrou dos avisos anteriores sobre os resultados incondicionais de apostas. Ele percebia agora , com sua derrota vindoura, que ele estava amaldiçoado a não ganhar mais prata do que ele tinha no começo.
QUEST_20150317_001170	Enquanto andava pela estrada, Modestas encontrou um grupo de soldados. {nl} Ao olhar mais de perto, os soldados pareciam discutir sobre o que comprar na loja. {nl} Modestas decidiu não interferir e passar por eles, mas os soldados notaram e o chamaram. {nl}
QUEST_20150317_001171	{memo X}'Você, o jovem com o cavalo, pode vir aqui nos ajudar um instante?' {nl} Modestas não fazia ideia do que esses soldados precisavam, mas já que não podia mais ignorá-los, decidiu ir até lá. {nl} Quando Modestas chegou lá, um dos soldados disse, {nl} 'Você chegou na hora certa. Precisamos de um juiz para uma pequena aposta que estamos prestes a fazer aqui.' {nl}
QUEST_20150317_001172	Modestas ficou surpreso ao ouvir a palavra 'aposta', mas ficou aliviado ao saber que só queriam um juiz. Afinal de contas, nada poderia acontecer se ele fosse apenas o árbitro. {nl} Modestas descobriu que os soldados estava brigando para decidir qual era a melhor deusa. {nl}
